"serogroup","X10_116_S10counts","X11_117_S11counts","X12_118_S12counts","X13_119_S13counts","X15_131_S15counts","X16_132_S16counts","X17_133_S17counts","X18_134_S18counts","X19_135_S19counts","X1_92_S1counts","X20_136_S20counts","X21_137_S21counts","X22_138_S22counts","X23_139_S23counts","X24_ctrl_S24counts","X25_92_S25counts","X26_94_S26counts","X27_96_S27counts","X2_94_S2counts","X30_99_S30counts","X31_100_S31counts","X32_111_S32counts","X33_112_S33counts","X34_116_S34counts","X35_117_S35counts","X36_118_S36counts","X37_119_S37counts","X39_131_S39counts","X3_96_S3counts","X40_132_S40counts","X41_133_S41counts","X42_134_S42counts","X43_135_S43counts","X44_136_S44counts","X45_137_S45counts","X46_138_S46counts","X47_139_S47counts","X48_ctrl_S48counts","X49_92_S49counts","X50_94_S50counts","X51_96_S51counts","X54_99_S54counts","X55_100_S55counts","X56_111_S56counts","X57_112_S57counts","X58_116_S58counts","X59_117_S59counts","X60_118_S60counts","X61_119_S61counts","X63_131_S63counts","X64_132_S64counts","X65_133_S65counts","X66_134_S66counts","X67_135_S67counts","X68_136_S68counts","X69_137_S69counts","X6_99_S6counts","X70_138_S70counts","X7_100_S7counts","X71_139_S71counts","X72_ctrl_S72counts","X73_92_S73counts","X74_94_S74counts","X75_96_S75counts","X78_99_S78counts","X79_100_S79counts","X80_111_S80counts","X81_112_S81counts","X8_111_S8counts","X82_116_S82counts","X83_117_S83counts","X84_118_S84counts","X85_119_S85counts","X87_131_S87counts","X88_132_S88counts","X89_133_S89counts","X90_134_S90counts","X9_112_S9counts","X91_135_S91counts","X92_136_S92counts","X93_137_S93counts","X94_138_S94counts","X95_139_S95counts","X96_ctrl_S96counts"
"id0028752",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"id0030184",0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id0030274",0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,19,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0
"id0030392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"id0030461",0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,2,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"id0030717",0,2,2,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id0030796",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"id0031642",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0
"id0031845",0,0,3,0,0,6,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,22,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,1,0,0
"id0031924",0,0,0,1248,0,0,0,0,0,1,0,0,0,325,0,1,287,0,182,115,0,14,0,0,0,0,455,0,0,0,0,1,0,0,0,0,416,0,0,56,0,75,0,24,0,0,0,29,635,1,0,0,0,1,0,6,79,0,0,195,0,0,18,0,10,0,10,0,46,0,0,0,48,0,0,0,0,0,0,0,0,0,56,0
"id0033416",0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"id0034911",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id0035009",0,0,0,0,1,0,9,1,0,0,67,0,0,4,0,0,0,0,0,1,0,4,2,0,0,3,0,0,0,0,16,1,0,117,1,1,6,0,0,0,0,1,0,0,0,0,0,4,0,1,0,2,0,0,33,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,0,23,0,0,0,0
"id0035077",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id0035490",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"id0036098",0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id0036142",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id0036185",0,0,2,1,1,7,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,2,0,0,11,0,1,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id0036366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id0036786",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"id0036825",0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"id0037261",0,2,0,0,1,0,10,2,1,0,0,0,1,2,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,25,0,1,0,1,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"id0037495",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id0037989",0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id0038081",0,2,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"id0038816",0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"id0039189",0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O10",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0
"O100",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"O103B",0,0,0,0,2,0,0,2,0,0,0,0,1,0,124,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,0,1,0,1,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,820,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,10,0,0,0
"O107",0,0,0,0,0,2,0,0,0,1,37,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0
"O109C",0,148,1,225,1,0,0,12,0,0,0,4,1,0,0,1,0,0,0,277,0,0,0,0,217,0,323,3,0,0,0,18,0,0,5,1,0,0,0,0,0,160,0,0,0,0,57,1,422,0,0,0,10,0,0,38,240,0,0,0,0,1,0,0,71,0,0,0,0,0,36,1,193,0,0,0,49,0,0,0,3,1,0,0
"O11",0,0,1,0,17,3,0,6,0,29,0,0,2,2,0,37,0,0,0,0,0,0,0,0,0,2,0,33,1,7,0,16,0,0,0,1,8,0,38,0,0,0,0,0,0,0,0,3,0,8,10,0,2,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0
"O111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O113",0,51,3,0,33,16,25,0,0,0,1,2,0,7,0,1,1,2,0,0,4,17,27,0,56,13,0,75,4,14,35,3,1,0,4,1,21,0,0,0,0,0,0,0,3,0,10,21,0,1,2,1,0,0,1,5,0,0,5,0,0,0,0,0,0,0,0,1,6,0,7,1,0,0,2,0,0,15,0,0,0,0,0,0
"O115B",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"O119A",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
"O121B",0,0,0,0,1,1,1,0,0,0,0,794,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,0,4,2,0,1,1,838,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,0,544,0,0,0,0,0,1,0,0,0,0,8,1,6,0,0,0,0,0,0,1,0,0,0,0,86,0,0,0
"O123A",1,173,3,18,19,0,395,164,1037,5,808,16,0,0,0,5,1973,0,1719,39,0,1,244,1,154,0,11,13,0,0,711,261,846,466,4,3,0,0,13,1074,0,75,0,2,66,0,180,27,17,16,2,549,218,473,1057,63,111,4,0,0,1,13,221,0,9,0,3,51,4,0,8,4,5,0,0,114,138,240,67,350,12,1,0,0
"O123B",0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,12,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
"O126A",0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O129B",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"O13",0,0,2,0,4,16,5,0,0,1,0,3,9,4,0,0,0,0,0,0,1,9,12,0,0,8,0,3,0,21,8,2,0,4,1,7,4,0,0,0,0,0,1,4,0,0,0,8,0,0,3,0,0,0,0,4,0,2,0,1,0,1,0,0,0,0,5,0,5,0,0,3,0,0,1,0,0,9,0,1,1,0,0,0
"O139B",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"O14",1,0,1,0,0,2,2,3,2,4,0,15,6,6,0,16,0,3,0,0,0,2,8,2,0,2,0,2,2,0,4,1,5,2,14,4,20,0,11,0,0,0,0,0,0,0,0,2,0,3,1,0,1,1,0,19,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0
"O140",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"O145A",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"O145B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O146B",0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"O149B",0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,3,0,0,0,1,0,0,0,0,221,0,0,0,0,0,0,0,77,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"O15",0,0,0,0,0,2,9,0,2,3,5,16,2,1,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,10,11,7,1,0,7,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,4,6,0,10,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"O153A",234,106,420,0,924,2,474,743,0,22,0,10,1,0,1,17,917,16,445,3,1611,323,48,216,75,450,0,1108,22,5,504,983,0,1,3,6,3,2,44,105,2,1,935,170,44,192,115,1691,0,725,18,104,1359,0,0,97,4,2,1502,0,0,30,8,0,0,8,51,27,255,146,10,165,0,30,9,24,36,50,0,0,7,1,1,0
"O153C",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0
"O156C",0,0,2,0,1,0,0,4,0,0,0,5,1,3,0,0,0,0,0,0,0,5,2,0,0,10,0,1,0,0,0,3,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"O157D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1860
"O159",0,0,0,0,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0
"O15B",1,1,1,11,0,0,1,0,0,43,19,1,7,0,0,73,0,0,0,0,1,6,153,0,0,1,12,0,0,0,3,0,0,49,1,11,0,0,37,0,0,0,0,3,12,0,0,9,2,5,0,1,0,0,14,20,0,11,0,0,0,28,0,0,0,0,2,14,4,0,0,1,0,0,0,1,0,68,0,12,1,3,0,0
"O16",0,1,18,0,56,29,31,3,6,3,0,44,4,0,0,4,0,0,0,0,0,4,0,0,1,25,0,76,0,34,28,1,8,3,36,5,0,0,1,0,0,0,0,2,1,0,0,50,0,19,19,4,0,0,1,19,0,1,0,0,0,2,0,0,0,0,1,0,3,0,0,8,0,1,6,1,0,1,0,0,2,0,0,0
"O160",0,0,89,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,1,117,0,0,125,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,14,0,0,157,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,17,0,0,0,0,0,91,0,0,3,0,0,0
"O17",0,2,0,0,1,0,0,5,3,35,4,9,2,0,0,36,7,3223,0,1,78,1,11,1,2,0,0,3,3204,0,1,12,1,7,8,14,0,0,68,1,2383,0,23,1,8,5,2,10,0,4,1,0,1,0,0,38,1,16,38,0,0,28,0,258,1,1,2,6,0,6,0,3,0,1,1,0,0,9,0,0,17,6,0,0
"O174C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"O176A",0,0,0,0,2,44,0,3,9,18,185,0,124,0,0,11,0,0,0,0,57,1,89,1,0,0,0,1,1,44,1,3,4,148,0,169,0,0,61,2,0,0,85,1,2197,1,0,0,0,6,88,2,18,2,198,1,0,879,65,0,0,46,0,0,0,1,0,1660,1,1,0,0,0,0,71,0,3,72,3,84,0,73,0,0
"O187",0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"O22A",0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O23",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O26C",0,0,0,0,3,90,0,0,7,0,0,0,0,0,146,0,0,0,0,0,0,0,1,0,0,1,0,3,0,82,0,0,4,0,2,2,0,72,1,0,0,0,0,0,0,0,0,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0
"O2D",580,5,304,95,303,13,17,21,1,67,19,450,21,0,0,71,1,92,2,68,7,522,75,476,18,324,71,295,107,14,12,12,1,55,404,30,0,0,45,0,28,64,2,381,9,1947,5,1215,156,174,7,9,3,1,8,220,66,13,6,0,0,58,0,2,22,1,480,9,612,1876,7,482,46,72,1,11,2,71,0,5,57,9,0,0
"O3",0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O30",0,0,4,0,0,0,0,0,0,22,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O32",0,0,24,0,21,44,15,8,11,0,102,61,171,0,0,4,1,0,4,0,95,59,21,0,0,32,0,92,0,50,28,9,33,292,50,358,2,0,2,0,0,0,0,3,1,0,0,40,0,13,85,1,1,1,50,42,0,93,53,0,0,0,0,0,0,0,2,1,29,0,0,5,0,0,25,0,0,9,0,53,12,92,0,0
"O36",0,0,8,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,1,0,0,0,14,0,1,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,1,0,0,0,12,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0
"O37",0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"O38B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
"O43",0,0,14,0,52,0,0,0,1,0,1,0,2,0,0,0,30,0,2,3,0,0,5,0,0,22,0,42,1,1,0,0,2,1,2,3,0,0,1,0,0,1,0,0,1,0,0,25,0,26,0,0,0,1,0,2,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,7,0,8,0,0,0,4,0,0,0,0,0,0
"O45B",2616,59,5,0,5,0,0,0,0,0,0,0,1,0,429,0,0,0,0,1,0,4,1020,3445,69,4,0,10,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,161,1253,40,12,0,0,0,0,1,0,0,0,1,0,0,0,1919,0,0,0,0,0,2,96,3,2188,11,0,0,0,0,0,0,883,0,0,0,0,1,0
